,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price,price_per_sqft
396,5,2.5,2180.0,1.0,4069.0,4069.0,98118,1009975.0,46329128.440366976
397,3,2.0,1960.0,1.0,4400.0,4400.0,98199,955000.0,48724489.79591837
398,1,1.0,727.0,1.0,5250.0,5250.0,98103,445000.0,61210453.920220084
399,3,2.0,1209.0,1.0,752.0,752.0,98116,725000.0,59966914.805624485
401,5,3.0,3070.0,1.0,3400.0,3400.0,98117,1450000.0,47231270.35830619
402,4,2.5,2130.0,1.0,6250.0,6250.0,98136,960000.0,45070422.535211265
403,4,2.5,2220.0,1.0,3770.0,3770.0,98144,1235000.0,55630630.63063063
404,4,3.0,2288.0,1.0,6550.0,6550.0,98126,1105000.0,48295454.54545455
406,5,3.0,3120.0,1.0,7865.0,7865.0,98178,795000.0,25480769.230769232
407,4,2.5,2180.0,1.0,6099.0,6099.0,98115,1275000.0,58486238.532110095
408,3,2.0,1590.0,1.0,3000.0,3000.0,98146,560000.0,35220125.786163524
409,3,1.5,2220.0,1.0,6270.0,6270.0,98115,930000.0,41891891.89189189
411,1,1.0,574.0,1.0,1.17,50965.2,98109,280000.0,48780487.80487805
412,4,2.0,2480.0,1.0,5996.0,5996.0,98122,825000.0,33266129.032258064
413,4,3.0,3320.0,1.0,5750.0,5750.0,98116,750000.0,22590361.44578313
414,2,1.0,1720.0,1.0,5017.0,5017.0,98118,575000.0,33430232.558139537
415,3,2.0,2050.0,1.0,5000.0,5000.0,98109,1265000.0,61707317.07317073
416,4,3.0,2370.0,1.0,3880.0,3880.0,98115,1830000.0,77215189.87341772
417,4,5.0,3660.0,1.0,0.29,12632.4,98118,2695000.0,73633879.78142077
418,3,3.5,1670.0,1.0,905.0,905.0,98107,1115000.0,66766467.065868266
419,2,3.5,990.0,1.0,0.86,37461.6,98178,405000.0,40909090.90909091
420,3,3.0,3120.0,1.0,5996.0,5996.0,98199,1350000.0,43269230.76923077
421,3,2.0,2260.0,1.0,6000.0,6000.0,98199,1300000.0,57522123.89380531
422,2,1.0,650.0,1.0,3780.0,3780.0,98103,708888.0,109059692.3076923
423,3,3.5,1540.0,1.0,2322.0,2322.0,98126,699950.0,45451298.7012987
424,3,3.5,1980.0,1.0,1659.0,1659.0,98144,1055000.0,53282828.28282829
425,3,1.0,2160.0,1.0,5100.0,5100.0,98115,920000.0,42592592.59259259
426,4,2.5,3080.0,1.0,0.3,13068.0,98117,1650000.0,53571428.571428575
427,2,3.0,1740.0,1.0,4148.0,4148.0,98105,1395000.0,80172413.79310344
428,3,2.0,1900.0,1.0,4000.0,4000.0,98112,1766000.0,92947368.42105263
429,9,5.0,3940.0,1.0,5303.0,5303.0,98133,1089000.0,27639593.90862944
431,4,1.5,1920.0,1.0,0.24,10454.4,98125,850000.0,44270833.333333336
433,3,2.5,1610.0,1.0,1690.0,1690.0,98107,895000.0,55590062.111801244
434,6,4.0,2960.0,1.0,3796.0,3796.0,98199,1050000.0,35472972.972972974
435,4,2.0,1810.0,1.0,5100.0,5100.0,98117,945000.0,52209944.75138122
437,2,2.0,1893.0,1.0,9.2,400751.99999999994,98115,727000.0,38404648.70575806
438,3,2.0,1096.0,1.0,1.0,43560.0,98117,875000.0,79835766.42335767
439,3,4.5,3760.0,1.0,7000.0,7000.0,98199,1570000.0,41755319.14893617
440,4,2.5,2720.0,1.0,8000.0,8000.0,98136,1315000.0,48345588.23529412
441,2,2.0,1510.0,1.0,7200.0,7200.0,98105,915000.0,60596026.49006622
442,2,2.0,1350.0,1.0,815.0,815.0,98119,1035000.0,76666666.66666667
443,4,3.5,2980.0,1.0,4800.0,4800.0,98112,2400000.0,80536912.75167786
446,5,2.0,2260.0,1.0,3848.0,3848.0,98117,865000.0,38274336.28318584
447,3,2.0,1990.0,1.0,8710.0,8710.0,98146,730000.0,36683417.085427135
448,2,1.5,1555.0,1.0,0.96,41817.6,98122,677500.0,43569131.83279743
449,3,2.0,2350.0,1.0,4400.0,4400.0,98122,1140000.0,48510638.29787234
450,2,1.0,1440.0,1.0,6090.0,6090.0,98125,699950.0,48607638.88888889
451,1,1.0,627.0,1.0,1.06,46173.600000000006,98107,429000.0,68421052.63157895
453,2,1.0,770.0,1.0,5896.0,5896.0,98126,560000.0,72727272.72727273
454,3,2.5,1570.0,1.0,1342.0,1342.0,98103,700000.0,44585987.26114649
456,3,3.0,2650.0,1.0,8612.0,8612.0,98105,1600000.0,60377358.49056604
457,2,1.5,1070.0,1.0,1726.0,1726.0,98103,850000.0,79439252.3364486
458,3,0.5,1941.0,1.0,3726.0,3726.0,98103,892700.0,45991756.82637816
459,3,2.5,2030.0,1.0,3999.0,3999.0,98115,1439000.0,70886699.50738916
460,2,1.0,1620.0,1.0,0.39,16988.4,98178,619000.0,38209876.54320987
461,2,2.5,1400.0,1.0,1112.0,1112.0,98103,850000.0,60714285.71428572
462,3,2.0,2354.0,1.0,4400.0,4400.0,98115,938000.0,39847068.81903143
464,3,1.0,1340.0,1.0,7669.0,7669.0,98177,785000.0,58582089.55223881
465,2,1.0,903.0,1.0,4.06,176853.59999999998,98146,363500.0,40254706.5337763
466,3,1.5,1220.0,1.0,6350.0,6350.0,98103,599000.0,49098360.655737706
467,2,1.0,1250.0,1.0,4500.0,4500.0,98118,500000.0,40000000.0
468,2,2.0,1040.0,1.0,6800.0,6800.0,98133,625000.0,60096153.84615385
469,2,1.0,1660.0,1.0,4800.0,4800.0,98109,850000.0,51204819.27710843
471,2,1.5,805.0,1.0,5000.0,5000.0,98107,500000.0,62111801.242236026
472,3,1.0,1060.0,1.0,4000.0,4000.0,98117,1125000.0,106132075.47169812
473,5,3.5,3160.0,1.0,6200.0,6200.0,98112,2300000.0,72784810.12658228
474,3,3.0,1120.0,1.0,4800.0,4800.0,98168,525000.0,46875000.0
475,4,2.5,1881.0,1.0,1881.0,1881.0,98133,870000.0,46251993.620414674
476,5,2.5,3460.0,1.0,7464.0,7464.0,98144,2425000.0,70086705.20231214
477,1,1.0,376.0,1.0,0.23,10018.800000000001,98199,1000000.0,265957446.80851063
478,2,2.0,880.0,1.0,0.23,10018.800000000001,98126,680000.0,77272727.27272727
480,3,2.0,1340.0,1.0,2211.0,2211.0,98103,925000.0,69029850.74626866
481,4,2.5,2560.0,1.0,6582.0,6582.0,98116,1712000.0,66875000.0
482,4,2.0,2178.0,1.0,6800.0,6800.0,98133,880000.0,40404040.4040404
484,4,3.5,3220.0,1.0,6250.0,6250.0,98199,2195000.0,68167701.86335404
485,3,3.0,2070.0,1.0,4227.0,4227.0,98136,730000.0,35265700.48309179
486,3,2.5,2131.0,1.0,1036.0,1036.0,98119,1520000.0,71328015.01642421
487,2,3.0,970.0,1.0,593.0,593.0,98102,769900.0,79371134.02061856
488,6,3.5,2430.0,1.0,5580.0,5580.0,98108,870000.0,35802469.13580247
489,3,2.5,1395.0,1.0,1418.0,1418.0,98116,725000.0,51971326.16487455
490,3,2.5,1810.0,1.0,6925.0,6925.0,98125,922000.0,50939226.51933701
492,1,1.0,717.0,1.0,0.27,11761.2,98109,425000.0,59274755.927475594
493,5,3.0,2170.0,1.0,7500.0,7500.0,98178,775000.0,35714285.71428572
494,4,3.0,3120.0,1.0,9750.0,9750.0,98144,1670000.0,53525641.025641024
495,3,2.0,1870.0,1.0,4000.0,4000.0,98136,849000.0,45401069.51871658
496,4,3.5,2285.0,1.0,1792.0,1792.0,98116,1500000.0,65645514.22319475
497,3,2.5,2783.0,1.0,7206.0,7206.0,98199,1640000.0,58929213.07941071
498,4,2.0,2540.0,1.0,4700.0,4700.0,98107,1280000.0,50393700.78740157
500,2,1.0,1010.0,1.0,0.34,14810.400000000001,98125,870000.0,86138613.86138614
501,3,2.5,1420.0,1.0,1873.0,1873.0,98103,890000.0,62676056.33802817
502,3,1.0,1410.0,1.0,7080.0,7080.0,98118,475000.0,33687943.26241135
503,3,2.0,2320.0,1.0,4000.0,4000.0,98115,880000.0,37931034.48275862
505,3,2.0,1719.0,1.0,1056.0,1056.0,98103,1160000.0,67481093.65910412
506,4,2.0,2037.0,1.0,3326.0,3326.0,98119,1247500.0,61242022.582228765
508,2,1.5,1370.0,1.0,938.0,938.0,98115,700000.0,51094890.510948904
509,2,1.0,1480.0,1.0,6734.0,6734.0,98117,905000.0,61148648.64864865
510,5,4.5,3636.0,1.0,6180.0,6180.0,98115,2840000.0,78107810.78107812
511,3,1.5,1780.0,1.0,4800.0,4800.0,98126,650000.0,36516853.93258427
512,3,2.0,1094.0,1.0,2332.0,2332.0,98108,649995.0,59414533.82084095
513,1,1.0,830.0,1.0,5100.0,5100.0,98103,695000.0,83734939.75903614
516,4,3.0,2790.0,1.0,0.35,15245.999999999998,98133,965000.0,34587813.62007169
518,4,3.5,5690.0,1.0,7469.0,7469.0,98112,3630000.0,63796133.56766257
520,3,1.0,1430.0,1.0,0.37,16117.199999999999,98168,499800.0,34951048.95104895
521,3,2.5,1460.0,1.0,1850.0,1850.0,98106,575000.0,39383561.64383562
522,3,2.5,1386.0,1.0,1065.0,1065.0,98107,999950.0,72146464.64646465
523,5,3.0,2310.0,1.0,4011.0,4011.0,98106,780000.0,33766233.766233765
524,2,1.5,1340.0,1.0,4342.0,4342.0,98115,675000.0,50373134.32835821
525,2,4.0,1291.0,1.0,1361.0,1361.0,98116,800500.0,62006196.746707976
526,3,2.5,2320.0,1.0,4400.0,4400.0,98116,949000.0,40905172.4137931
527,3,2.5,2150.0,1.0,0.32,13939.2,98116,1360000.0,63255813.95348837
529,3,2.0,1425.0,1.0,759.0,759.0,98117,750000.0,52631578.94736842
530,3,2.5,1810.0,1.0,1436.0,1436.0,98107,1000000.0,55248618.78453039
531,2,1.0,1280.0,1.0,2690.0,2690.0,98118,859000.0,67109375.0
532,3,3.0,1480.0,1.0,9127.0,9127.0,98117,729000.0,49256756.75675676
533,3,3.0,2110.0,1.0,7324.0,7324.0,98177,1270000.0,60189573.45971564
536,3,2.5,1569.0,1.0,1553.0,1553.0,98107,950000.0,60548119.82154238
537,3,3.0,2247.0,1.0,866.0,866.0,98109,1725000.0,76769025.36715621
538,3,1.0,1220.0,1.0,5000.0,5000.0,98107,750000.0,61475409.836065575
539,2,1.0,1060.0,1.0,3250.0,3250.0,98103,900000.0,84905660.3773585
540,4,2.0,1920.0,1.0,0.41,17859.6,98118,1210000.0,63020833.333333336
543,4,1.5,1740.0,1.0,9205.0,9205.0,98146,649950.0,37353448.27586207
544,3,1.5,2230.0,1.0,3500.0,3500.0,98117,1075000.0,48206278.02690583
545,4,2.5,2760.0,1.0,6001.0,6001.0,98178,640000.0,23188405.79710145
546,3,3.0,1660.0,1.0,625.0,625.0,98118,795000.0,47891566.26506024
547,3,2.5,1360.0,1.0,916.0,916.0,98112,805000.0,59191176.47058824
548,4,4.5,5200.0,1.0,7653.0,7653.0,98118,2600000.0,50000000.0
549,3,2.5,1573.0,1.0,1255.0,1255.0,98107,1030000.0,65479974.57088366
551,4,3.0,1700.0,1.0,7320.0,7320.0,98146,649000.0,38176470.5882353
552,4,3.5,2560.0,1.0,4080.0,4080.0,98144,1325000.0,51757812.5
553,3,2.0,1330.0,1.0,1539.0,1539.0,98122,680000.0,51127819.54887218
554,4,2.0,2180.0,1.0,5100.0,5100.0,98115,838000.0,38440366.97247706
555,3,2.0,1350.0,1.0,1055.0,1055.0,98103,785000.0,58148148.14814815
556,2,1.5,1720.0,1.0,1588.0,1588.0,98144,725000.0,42151162.79069767
557,4,3.5,3060.0,1.0,0.96,41817.6,98136,3931000.0,128464052.2875817
558,2,2.0,954.0,1.0,0.33,14374.800000000001,98133,380000.0,39832285.115303986
559,2,2.5,1460.0,1.0,1536.0,1536.0,98106,599950.0,41092465.75342466
560,4,3.0,1540.0,1.0,3060.0,3060.0,98105,1108000.0,71948051.94805194
562,3,1.5,2560.0,1.0,6150.0,6150.0,98118,720000.0,28125000.0
564,2,2.5,1440.0,1.0,3000.0,3000.0,98144,875000.0,60763888.88888889
566,3,2.5,1324.0,1.0,2217.0,2217.0,98126,649950.0,49089879.15407855
567,2,2.0,1290.0,1.0,1192.0,1192.0,98125,635000.0,49224806.20155039
568,1,1.0,748.0,1.0,0.26,11325.6,98122,499000.0,66711229.94652406
570,3,2.0,1660.0,1.0,6120.0,6120.0,98115,795000.0,47891566.26506024
571,3,1.0,1964.0,1.0,9050.0,9050.0,98168,625000.0,31822810.590631366
572,3,2.0,1460.0,1.0,1554.0,1554.0,98116,759000.0,51986301.36986301
573,1,1.0,683.0,1.0,0.29,12632.4,98119,450500.0,65959004.39238653
574,4,2.0,2060.0,1.0,5080.0,5080.0,98115,812500.0,39441747.57281554
575,4,2.0,1160.0,1.0,4224.0,4224.0,98103,710000.0,61206896.551724136
576,3,2.0,1540.0,1.0,1124.0,1124.0,98144,680000.0,44155844.15584416
578,2,1.0,1860.0,1.0,2526.0,2526.0,98105,898000.0,48279569.89247312
580,5,4.0,4490.0,1.0,5220.0,5220.0,98122,1150000.0,25612472.160356347
581,6,4.0,2310.0,1.0,5012.0,5012.0,98108,849000.0,36753246.753246754
582,3,3.5,3130.0,1.0,0.28,12196.800000000001,98105,2350000.0,75079872.20447284
583,2,1.0,2110.0,1.0,8160.0,8160.0,98146,376000.0,17819905.213270143
584,3,1.5,1590.0,1.0,3797.0,3797.0,98108,700000.0,44025157.2327044
585,3,2.5,1280.0,1.0,1845.0,1845.0,98105,900000.0,70312500.0
586,2,1.0,840.0,1.0,8150.0,8150.0,98118,495000.0,58928571.428571425
587,3,2.0,2020.0,1.0,8120.0,8120.0,98125,950000.0,47029702.97029703
588,4,3.0,3610.0,1.0,8037.0,8037.0,98105,2330000.0,64542936.28808864
590,2,1.0,1040.0,1.0,6103.0,6103.0,98133,350000.0,33653846.15384615
593,3,2.5,1970.0,1.0,2109.0,2109.0,98103,715000.0,36294416.243654825
594,4,3.0,2190.0,1.0,5350.0,5350.0,98115,1490000.0,68036529.6803653
595,4,3.0,2120.0,1.0,7721.0,7721.0,98126,920000.0,43396226.41509434
596,2,2.0,1415.0,1.0,6.4,278784.0,98125,449000.0,31731448.763250884
597,4,3.5,1835.0,1.0,1750.0,1750.0,98103,1299950.0,70841961.85286103
598,2,4.5,1670.0,1.0,905.0,905.0,98107,1115000.0,66766467.065868266
599,3,3.5,2570.0,1.0,4094.0,4094.0,98105,2000000.0,77821011.67315175
600,3,2.0,2060.0,1.0,3090.0,3090.0,98118,700000.0,33980582.524271846
601,3,2.5,1740.0,1.0,1389.0,1389.0,98102,1678000.0,96436781.6091954
602,5,3.0,2510.0,1.0,5130.0,5130.0,98103,910000.0,36254980.07968128
604,3,2.0,1516.0,1.0,5000.0,5000.0,98116,1150000.0,75857519.78891821
605,3,1.0,940.0,1.0,4850.0,4850.0,98136,500000.0,53191489.36170213
606,4,2.0,2440.0,1.0,4002.0,4002.0,98144,1116000.0,45737704.91803279
607,5,4.0,2470.0,1.0,5000.0,5000.0,98118,1005000.0,40688259.109311745
608,2,2.0,1288.0,1.0,5365.0,5365.0,98133,755000.0,58618012.42236025
609,4,3.5,3240.0,1.0,4680.0,4680.0,98112,1995000.0,61574074.074074075
611,3,2.5,1550.0,1.0,1391.0,1391.0,98107,825000.0,53225806.451612905
612,4,2.0,2080.0,1.0,7740.0,7740.0,98106,750000.0,36057692.307692304
613,4,3.0,1400.0,1.0,5000.0,5000.0,98107,1000000.0,71428571.42857143
614,2,2.5,1159.0,1.0,5250.0,5250.0,98122,885000.0,76358930.11216566
615,2,1.5,901.0,1.0,4800.0,4800.0,98107,599000.0,66481687.014428414
616,4,3.0,2900.0,1.0,7500.0,7500.0,98136,1175000.0,40517241.37931035
617,4,2.5,2052.0,1.0,0.38,16552.8,98178,865000.0,42153996.10136452
620,2,2.0,2353.0,1.0,8750.0,8750.0,98116,1160000.0,49298767.53081173
622,5,2.0,2640.0,1.0,2950.0,2950.0,98122,1000000.0,37878787.878787875
623,2,1.0,1090.0,1.0,4500.0,4500.0,98118,580000.0,53211009.17431193
624,5,2.5,3960.0,1.0,7680.0,7680.0,98199,1850000.0,46717171.71717171
625,4,1.5,3030.0,1.0,5400.0,5400.0,98112,1500000.0,49504950.49504951
626,4,2.5,3080.0,1.0,9300.0,9300.0,98168,650000.0,21103896.103896104
628,2,1.5,1276.0,1.0,0.54,23522.4,98103,885000.0,69357366.77115987
629,3,1.0,910.0,1.0,7242.0,7242.0,98168,480000.0,52747252.74725275
630,5,3.5,4180.0,1.0,4080.0,4080.0,98109,3000000.0,71770334.92822966
632,5,1.5,2830.0,1.0,4000.0,4000.0,98118,766000.0,27067137.80918728
633,2,1.0,970.0,1.0,5130.0,5130.0,98116,600000.0,61855670.10309278
634,3,2.0,1576.0,1.0,1238.0,1238.0,98122,974999.0,61865418.78172589
636,3,2.0,1080.0,1.0,5750.0,5750.0,98116,875000.0,81018518.51851852
637,2,5.5,2659.0,1.0,0.52,22651.2,98102,6250000.0,235050770.96652877
638,5,5.0,3623.0,1.0,8000.0,8000.0,98115,1975000.0,54512834.66740271
639,4,3.5,2520.0,1.0,3821.0,3821.0,98199,1765000.0,70039682.53968254
640,4,3.5,2720.0,1.0,3024.0,3024.0,98102,1750000.0,64338235.294117644
641,2,2.0,968.0,1.0,656.0,656.0,98103,715000.0,73863636.36363636
643,2,3.5,2080.0,1.0,1412.0,1412.0,98103,1495000.0,71875000.0
645,2,2.5,1365.0,1.0,4.05,176418.0,98118,525000.0,38461538.461538464
646,2,1.0,1580.0,1.0,0.52,22651.2,98178,500000.0,31645569.620253164
647,2,1.0,860.0,1.0,6678.0,6678.0,98116,750000.0,87209302.3255814
648,2,2.0,1038.0,1.0,0.33,14374.800000000001,98116,600000.0,57803468.20809249
649,4,3.0,2860.0,1.0,4182.0,4182.0,98103,1600000.0,55944055.944055945
652,5,2.0,2340.0,1.0,5120.0,5120.0,98106,613000.0,26196581.196581196
654,2,1.0,2530.0,1.0,5000.0,5000.0,98122,700000.0,27667984.18972332
655,3,3.5,1820.0,1.0,1099.0,1099.0,98122,1125000.0,61813186.81318682
656,2,1.0,648.0,1.0,4997.0,4997.0,98107,430000.0,66358024.69135802
657,2,2.5,1448.0,1.0,0.54,23522.4,98103,1325000.0,91505524.86187845
658,2,1.0,1660.0,1.0,0.28,12196.800000000001,98125,535000.0,32228915.662650604
659,5,3.0,2970.0,1.0,5250.0,5250.0,98117,1225000.0,41245791.24579125
660,5,4.0,3030.0,1.0,5200.0,5200.0,98108,1250000.0,41254125.412541255
661,3,2.0,1400.0,1.0,8910.0,8910.0,98106,530000.0,37857142.85714286
662,2,1.5,900.0,1.0,1.0,43560.0,98133,549755.0,61083888.88888889
663,3,2.0,2740.0,1.0,5000.0,5000.0,98144,1278500.0,46660583.941605836
664,2,1.0,720.0,1.0,6693.0,6693.0,98117,545000.0,75694444.44444445
665,4,2.5,1880.0,1.0,3300.0,3300.0,98117,1050000.0,55851063.82978723
666,3,2.5,1681.0,1.0,3.97,172933.2,98126,650000.0,38667459.845330164
667,4,2.0,3325.0,1.0,6000.0,6000.0,98199,1650000.0,49624060.15037594
668,5,3.5,4397.0,1.0,6800.0,6800.0,98105,3400000.0,77325449.16988856
669,3,1.5,1540.0,1.0,6300.0,6300.0,98126,689000.0,44740259.74025974
670,3,1.0,1530.0,1.0,0.31,13503.6,98146,435000.0,28431372.54901961
671,2,2.0,1015.0,1.0,2.02,87991.2,98115,468000.0,46108374.384236455
672,4,3.0,2340.0,1.0,5023.0,5023.0,98108,780000.0,33333333.333333332
675,3,3.0,1880.0,1.0,2200.0,2200.0,98107,999950.0,53188829.787234046
676,2,2.0,1570.0,1.0,3060.0,3060.0,98103,849000.0,54076433.12101911
677,4,2.5,1806.0,1.0,5000.0,5000.0,98118,745000.0,41251384.27464009
680,3,2.5,1346.0,1.0,1270.0,1270.0,98107,899000.0,66790490.34175334
681,3,2.0,1600.0,1.0,8640.0,8640.0,98117,877500.0,54843750.0
682,2,2.0,1170.0,1.0,0.42,18295.2,98112,655000.0,55982905.982905984
683,3,2.5,1660.0,1.0,1681.0,1681.0,98144,690000.0,41566265.06024096
684,1,1.0,707.0,1.0,4.66,202989.6,98133,325000.0,45968882.60254597
685,3,2.0,1390.0,1.0,6656.0,6656.0,98116,899950.0,64744604.31654676
686,3,2.0,2900.0,1.0,3800.0,3800.0,98199,1305000.0,45000000.0
687,1,1.0,704.0,1.0,1.0,43560.0,98144,519950.0,73856534.0909091
688,3,4.0,2400.0,1.0,5563.0,5563.0,98122,1460000.0,60833333.333333336
689,3,1.0,1120.0,1.0,4000.0,4000.0,98112,985000.0,87946428.57142857
690,4,2.0,1710.0,1.0,3250.0,3250.0,98117,1170000.0,68421052.63157895
691,3,2.0,1880.0,1.0,1751.0,1751.0,98122,955000.0,50797872.34042553
692,3,3.0,1454.0,1.0,760.0,760.0,98122,890955.0,61276134.80055021
693,14,5.0,3884.0,1.0,4968.0,4968.0,98106,1300000.0,33470648.815653965
694,3,1.5,2300.0,1.0,4100.0,4100.0,98107,1125000.0,48913043.47826087
695,4,3.0,2520.0,1.0,3000.0,3000.0,98105,1025000.0,40674603.17460317
696,4,3.0,3335.0,1.0,6000.0,6000.0,98115,1325000.0,39730134.93253373
697,3,2.5,2118.0,1.0,2466.0,2466.0,98118,837000.0,39518413.59773371
698,2,1.0,910.0,1.0,4800.0,4800.0,98117,825000.0,90659340.65934066
699,4,1.0,2080.0,1.0,4845.0,4845.0,98117,800000.0,38461538.461538464
700,2,1.0,2520.0,1.0,5000.0,5000.0,98122,810000.0,32142857.14285714
701,3,2.0,1560.0,1.0,5056.0,5056.0,98116,965000.0,61858974.35897436
702,2,1.0,1130.0,1.0,4388.0,4388.0,98199,1180000.0,104424778.76106195
703,1,1.0,543.0,1.0,1.21,52707.6,98121,425000.0,78268876.61141805
704,1,1.0,620.0,1.0,6090.0,6090.0,98178,524950.0,84669354.83870968
705,3,3.0,1720.0,1.0,8370.0,8370.0,98177,865000.0,50290697.674418606
706,2,2.0,1015.0,1.0,2.02,87991.2,98115,500000.0,49261083.74384236
707,1,1.0,530.0,1.0,2500.0,2500.0,98118,390800.0,73735849.05660377
708,4,2.0,1350.0,1.0,5300.0,5300.0,98106,700000.0,51851851.85185185
709,3,2.5,1510.0,1.0,2656.0,2656.0,98133,717500.0,47516556.29139073
711,3,1.0,1730.0,1.0,4200.0,4200.0,98103,900000.0,52023121.387283236
712,2,2.0,3120.0,1.0,0.33,14374.800000000001,98118,1050000.0,33653846.15384615
713,4,2.5,2172.0,1.0,3431.0,3431.0,98105,975000.0,44889502.762430936
714,3,3.5,1410.0,1.0,1478.0,1478.0,98117,740000.0,52482269.5035461
716,2,2.0,1350.0,1.0,4590.0,4590.0,98117,960000.0,71111111.1111111
717,2,2.0,900.0,1.0,2041.0,2041.0,98102,1650000.0,183333333.33333334
719,2,2.0,1174.0,1.0,800.0,800.0,98109,779000.0,66354344.12265758
720,3,1.5,1250.0,1.0,0.27,11761.2,98178,552000.0,44160000.0
721,5,3.0,3590.0,1.0,6900.0,6900.0,98117,1700000.0,47353760.44568245
722,3,2.0,1548.0,1.0,1139.0,1139.0,98117,850000.0,54909560.723514214
723,4,3.0,3030.0,1.0,6960.0,6960.0,98115,1119000.0,36930693.06930693
725,4,2.0,2245.0,1.0,7892.0,7892.0,98178,775000.0,34521158.129175946
726,4,3.5,2627.0,1.0,5150.0,5150.0,98118,1650000.0,62809288.16140084
727,4,2.5,3680.0,1.0,7000.0,7000.0,98118,1880000.0,51086956.52173913
728,2,1.0,2170.0,1.0,6985.0,6985.0,98199,950000.0,43778801.84331797
729,3,1.0,1600.0,1.0,3600.0,3600.0,98119,1023000.0,63937500.0
731,3,1.5,2120.0,1.0,3880.0,3880.0,98105,865000.0,40801886.79245283
732,3,2.5,1980.0,1.0,5000.0,5000.0,98146,675000.0,34090909.09090909
733,3,2.0,1370.0,1.0,3060.0,3060.0,98103,1270000.0,92700729.9270073
735,4,1.5,1300.0,1.0,4080.0,4080.0,98122,975000.0,75000000.0
736,3,2.0,1060.0,1.0,5290.0,5290.0,98106,599000.0,56509433.96226415
738,2,1.0,770.0,1.0,5772.0,5772.0,98106,490000.0,63636363.63636363
739,4,3.0,2470.0,1.0,0.29,12632.4,98115,1180000.0,47773279.35222672
740,3,2.5,2260.0,1.0,4000.0,4000.0,98103,1406000.0,62212389.380530976
741,2,1.5,1120.0,1.0,966.0,966.0,98103,605000.0,54017857.14285714
742,3,3.5,1936.0,1.0,1770.0,1770.0,98122,1295000.0,66890495.86776859
743,2,2.5,1560.0,1.0,1263.0,1263.0,98117,730000.0,46794871.79487179
744,2,2.0,1020.0,1.0,776.0,776.0,98118,605000.0,59313725.49019608
745,3,2.0,1100.0,1.0,2700.0,2700.0,98122,645000.0,58636363.63636363
746,3,2.0,2120.0,1.0,6400.0,6400.0,98103,1130000.0,53301886.79245283
747,2,2.5,1400.0,1.0,824.0,824.0,98102,1062500.0,75892857.14285715
749,3,2.5,1320.0,1.0,1396.0,1396.0,98117,835000.0,63257575.75757576
750,4,4.5,4790.0,1.0,5000.0,5000.0,98144,1750000.0,36534446.76409186
751,3,1.0,1070.0,1.0,6535.0,6535.0,98168,515000.0,48130841.12149533
752,2,2.5,1966.0,1.0,1412.0,1412.0,98103,1495000.0,76042726.34791455
753,2,2.0,1146.0,1.0,1.0,43560.0,98116,675000.0,58900523.56020942
754,3,2.5,1047.0,1.0,680.0,680.0,98144,720000.0,68767908.30945559
755,2,1.5,1760.0,1.0,4000.0,4000.0,98144,650000.0,36931818.18181818
756,2,2.0,1030.0,1.0,7200.0,7200.0,98125,826500.0,80242718.44660194
757,3,2.0,1514.0,1.0,990.0,990.0,98107,915000.0,60435931.30779392
758,3,1.5,1520.0,1.0,7150.0,7150.0,98146,720000.0,47368421.05263158
759,4,3.5,3360.0,1.0,6000.0,6000.0,98136,1575000.0,46875000.0
760,3,2.0,1910.0,1.0,7500.0,7500.0,98136,725000.0,37958115.183246076
761,2,2.5,1550.0,1.0,1131.0,1131.0,98122,1051500.0,67838709.67741935
763,3,3.0,1190.0,1.0,850.0,850.0,98144,765000.0,64285714.28571428
764,4,2.0,2640.0,1.0,3840.0,3840.0,98122,700000.0,26515151.515151516
766,3,3.5,2206.0,1.0,1500.0,1500.0,98103,1116000.0,50589301.903898455
770,1,1.0,250.0,1.0,250.0,10890000.0,98103,159000.0,63600000.0
771,8,4.0,3136.0,1.0,8636.0,8636.0,98146,1005000.0,32047193.87755102
772,2,2.0,1149.0,1.0,564.0,564.0,98115,730000.0,63533507.39773716
773,1,1.0,861.0,1.0,9600.0,9600.0,98126,405000.0,47038327.526132405
774,4,2.5,2050.0,1.0,9555.0,9555.0,98177,805000.0,39268292.682926826
776,3,3.5,1930.0,1.0,6000.0,6000.0,98125,600000.0,31088082.901554406
777,4,3.0,3090.0,1.0,0.34,14810.400000000001,98168,210000.0,6796116.504854369
778,3,2.0,2437.0,1.0,6500.0,6500.0,98118,1275000.0,52318424.29216249
779,2,2.5,1330.0,1.0,856.0,856.0,98105,699950.0,52627819.54887218
780,3,2.0,1680.0,1.0,6000.0,6000.0,98136,910000.0,54166666.666666664
782,2,2.0,1112.0,1.0,1484.0,1484.0,98177,675000.0,60701438.84892087
783,1,1.0,626.0,1.0,2.63,114562.79999999999,98115,275000.0,43929712.4600639
784,2,1.0,1230.0,1.0,5000.0,5000.0,98144,326000.0,26504065.040650405
785,4,2.5,2840.0,1.0,4480.0,4480.0,98105,1200000.0,42253521.126760565
786,2,1.5,1115.0,1.0,745.0,745.0,98107,745000.0,66816143.497757845
787,4,2.0,2240.0,1.0,5043.0,5043.0,98106,750000.0,33482142.85714286
789,4,3.0,1900.0,1.0,2256.0,2256.0,98103,1150000.0,60526315.78947368
